city_name,city_id
巴马,59027
台山,59478
讷河,50646
长安,57039
邵阳市,57766
绥芬河,54096
孟连,56949
乌审召,53547
正宁,53935
长葛,57087
镇康,56839
渠县,57413
广宗,54631
万盛,57509
横峰,58625
唐海,54535
察雅,56235
洛宁县,57066
富蕴,51087
白银,52896
沧源,56944
墨脱,56319
忠县,57437
介休,53863
曹县,58002
渭源,52998
河口,54732
韶关,59082
石家庄,53698
庄河,54584
融安,57947
樟树,58608
谢通门,55574
临潭,56081
中沙,59979
如皋,58255
万宁,59951
呼兰,50956
扶风,57026
隆昌,57507
高密,54846
微山,58020
集贤,50880
天长,58240
温州,58659
古丈,57646
潢川,58207
和林格尔,53469
穆棱,54093
夹江,56382
定安,59851
潜山,58415
献县,54617
鹤山,59473
东至,58419
封开,59264
旺苍,57217
伊宁县,51434
南充,57411
泰兴,58249
海原,53806
太原南郊,53679
凌云,59015
宜丰,57696
平和,59125
竹山,57257
瓮安,57728
宁安,54098
塔河,50246
泰州,58246
仁和,56674
平泉,54319
栖霞,54759
公安,57477
和静,51559
民勤,52681
永福,57949
宁津,54716
资阳,56298
嘉禾,57974
泽当,55598
霍州,53869
招远,54755
云浮,59471
合水,53934
绿春,56978
徽县,57110
涉县,53886
南木林,55572
洪泽,58139
双城,50955
遂川,57896
吴江,58359
商丘,58005
永城,58111
临湘,57585
德阳,56198
常山,58631
楚州,58145
台前县,54817
金沙,57714
本溪,54346
中卫,53704
普陀,58570
肇东,50858
修水,57598
九华,58423
惠东,59492
仁寿,56297
舞阳县,57185
白玉,56147
聊城,54806
宁明,59427
明光,58223
赤壁,57582
渑池,57063
晋州,53689
米林,56317
额济纳旗,52267
鸡东,50987
峨眉山,56385
昌图,54243
双柏,56862
连山,59074
安图,54187
江永,57969
察哈尔右翼中旗,53378
浚县,53992
芮城,57053
广宁,59271
高力板,54031
阿拉善左旗,53602
扶绥,59426
平罗,53611
兴隆,54425
吴起,53738
遂昌,58644
汶上,54912
汝南县,57197
中宁,53705
尤溪,58837
理县,56184
邳州,58026
孟村,54644
秀屿港,58938
都兰,52836
平遥,53778
天祝,52881
曲沃,53961
乾县,57035
铁力,50862
台安,54336
偏关,53565
灵石,53862
阿荣旗,50647
察哈尔右翼后旗,53384
北京,54511
林州市,53889
康马,55676
得荣,56441
淮滨,58205
阳新,58500
乌拉特前旗,53433
正镶白旗,54204
泗县,58126
凤凰,57740
平顶山,57171
泰和,57899
罗定,59462
盘山,54338
通渭,53908
竹溪,57249
黑水,56185
梁山,54910
从江,57936
惠水,57912
江宁,58333
黎川,58719
合肥,58321
九江县,58505
城口,57333
桐梓,57606
蓬莱,54752
阳曲,53678
那曲,55299
鸡泽,54640
岑溪,59454
灵武,53619
顺昌,58823
扬州,58245
松桃,57647
卓资,53472
冷湖,52602
应城,57481
龙山,57544
武邑,54703
大田,58923
漯河市,57186
天峻,52745
滦县,54531
平乐,59053
曲阳,53682
明水,50758
辽阳县,54345
江达,56136
新和,51636
平安,52875
梁河,56840
双辽,54142
巴彦诺尔贡,52495
遂平县,57189
瑞丽,56838
潞西,56844
嘉义,59354
保定,54602
定远,58225
昂仁,55568
新田,57971
金阳,56584
于都,58905
兴义,57907
溆浦,57752
桐城,58319
娄底,57763
隆林,59001
营口,54471
大姚,56761
日土,55125
嘉鱼,57583
丹东,54497
天全,56278
梓潼,57304
普定,57808
宁武,53577
绛县,53965
沂南,54935
剑河,57835
万源,57237
始兴,59090
镇赉,50940
满洲里,50514
泾阳,57033
金堂,56296
丰南,54533
衢州,58633
莱西,54851
夏邑,58017
岗巴,55677
南部,57314
鄂温克旗,50525
祁东,57870
老河口,57265
高唐,54810
山丹,52661
歙县,58530
永胜,56652
定海,58477
福贡,56641
西丰,54252
耒阳,57876
肇源,50954
香港,45005
依安,50750
旅顺,54660
台江,57834
弥勒,56885
汇川,57712
闵行,58361
台中,59158
襄城,57182
交城,53777
昌平,54499
威信,56596
虞城,58006
昌邑,54841
花莲,59362
鹤岗,50775
莒南,54939
涞源,53599
普兰店,54569
古田,58836
当雄,55493
射阳,58150
朱日和,53276
乌兰浩特,50838
社旗,57187
吴川,59656
广河,52982
德化,58935
新泰,54922
晋中,53776
铁干里克,51765
东平,54911
新津,56276
砚山,56991
巴中,57313
永州,57866
瑞安,58752
高台,52546
武隆,57525
永吉,54171
泰来,50844
博乐,51238
通城,57589
敦化,54186
宁洱,56961
藁城,53697
炎陵,57886
蓬安,57317
平乡,54632
东丽,54526
青神,56383
长丰,58220
康县,57105
瑞金,58903
边坝,56211
宁县,53937
永修,58509
阿拉尔,51730
富民,56772
监利,57573
临海,58660
定边,53725
苍溪,57303
厦门,59134
咸丰,57540
易县,54507
松潘,56182
衡山,57777
四平,54157
同心,53810
宝坻,54525
温宿,51629
霍城,51329
潮州,59312
鹿寨,59045
曲江,59085
桦南,50879
安义,58602
石城,58814
滦南,54437
龙井,54290
宿松,58417
湟源,52855
宁晋,53796
兴文,56496
宜阳县,57065
西畴,56992
万年,58615
电白,59664
张家界,57558
汝州,57075
德州,54714
伽师,51707
同江,50778
罗源,58845
鹤壁,53990
成安,53996
昭平,59059
龙游,58547
大佘太,53348
承德,54423
浦北,59448
甘德,56045
石首,57571
武夷山,58730
镇江,58248
恩施,57447
连城,58912
长清,54816
休宁,58534
栾川县,57077
利辛,58117
拐子湖,52378
太仆寺旗,54305
荣成,54778
华蓥山,57418
松滋,57469
江孜,55680
乌斯太,52607
齐齐哈尔,50745
景洪,56959
盐边,56665
四子王旗,53362
乐昌,57988
祁连,52657
沙县,58826
岷县,56093
汕尾,59501
顺义,54398
靖州,57841
白城,50936
绥滨,50787
务川,57634
大埔,59116
沭阳,58038
哈尔滨,50953
寿宁,58744
汾西,53865
西吉,53903
泗水,54920
台东,59562
柏乡,53785
崇礼,54304
惠州,59298
临县,53659
桦川,50878
英德,59088
鹿邑县,58101
土默特左旗,53464
大邑,56285
尚志,50968
肥东,58323
东阳,58558
乳山,54861
项城市,57196
吕梁,53764
曲周,53893
益阳,57674
萧山,58459
峡江,58704
武安,53890
安丘,54844
池州,58427
辽中,54332
汕头,59316
宣汉,57326
丰宁,54308
平顺,53888
高要,59278
新乐,53695
清水河,53562
玛纳斯,51359
耿马,56946
禹城,54811
攀枝花,56666
江阴,58351
河曲,53564
七台河,50971
开鲁,54134
青河,51186
岫岩,54486
泸定,56371
平度,54842
博白,59449
库尔勒,51656
绍兴,K4026
叙永,57608
德格,56144
分宜,57792
满都拉,53149
南靖,59124
庆城,53829
湟中,52869
郎溪,58442
丰都,57523
章丘,54727
阿勒泰,51076
府谷,53567
商城,58301
镶黄旗,53289
苍山,58030
璧山,57514
陈仓,57020
额敏,51145
阜新,54237
齐河,54812
定结,55666
安溪,58929
河南,53732
汉川,57486
罗甸,57916
双鸭山,50884
沁水,53970
渝北,57513
斗门,59487
兰考,57093
仁布,55587
嘉荫,50673
和丰,51156
汝城,57985
西盟,56948
黄岛区,54943
石景山,54513
门头沟,54505
宜春,57793
肃南,52643
丹棱,56381
东海,58036
福海,51068
壶关,53885
荥经县,56373
通州,58268
吐鲁番,51573
内黄县,53993
望奎,50852
新丰,59097
